original_firstname	original_lastname	first_name	family_name	source	initials	wos_form
BODOUR	ALHASHDI	BODOUR	ALHASHDI	ISGC	B	ALHASHDI B
HEBA	KASHMERY	HEBA	KASHMERY	ISGC	H	KASHMERY H
NESREEN S	AHMED	NESREEN S	AHMED	ISGC	NS	AHMED NS
QUIM	TARRES	QUIM	TARRES	ISGC	Q	TARRES Q
MARC	DELGADO AGUILAR	MARC	DELGADO AGUILAR	ISGC	M	DELGADO AGUILAR M
PERE	MUTJE	PERE	MUTJE	ISGC	P	MUTJE P
ALI	SAIBA	ALI	SAIBA	ISGC	A	SAIBA A
ABDELMALEK	BADIS	ABDELMALEK	BADIS	ISGC	A	BADIS A
SIDALI	KOURDALI	SIDALI	KOURDALI	ISGC	S	KOURDALI S
TZONKA	MINEVA	TZONKA	MINEVA	ISGC	T	MINEVA T
SONIA MILENA	AGUILERA SEGURA	SONIA MILENA	AGUILERA SEGURA	ISGC	SM	AGUILERA SEGURA SM
DAYONG	SANG	DAYONG	SANG	ISGC	D	SANG D
HANGXING	XIONG	HANGXING	XIONG	ISGC	H	XIONG H
IVAN	YAREMENKO	IVAN	YAREMENKO	ISGC	I	YAREMENKO I
FABRICE	FLEURY	FABRICE	FLEURY	ISGC	F	FLEURY F
ALAIN	GRAILLOT	ALAIN	GRAILLOT	ISGC	A	GRAILLOT A
CEDRIC	LOUBAT	CEDRIC	LOUBAT	ISGC	C	LOUBAT C
SAMUEL	MALBURET	SAMUEL	MALBURET	ISGC	S	MALBURET S
ANTONY	FERNANDES	ANTONY	FERNANDES	ISGC	A	FERNANDES A
LAURENT	BILLON	LAURENT	BILLON	ISGC	L	BILLON L
EVELYNE	FARGIN	EVELYNE	FARGIN	ISGC	E	FARGIN E
THIERRY	CARDINAL	THIERRY	CARDINAL	ISGC	T	CARDINAL T
MARC	DUSSAUZE	MARC	DUSSAUZE	ISGC	M	DUSSAUZE M
ANGELINE	POULON	ANGELINE	POULON	ISGC	A	POULON A
PIERRE ADRIEN	PAYARD	PIERRE ADRIEN	PAYARD	ISGC	PA	PAYARD PA
MARC	PERA TITUS	MARC	PERA TITUS	ISGC	M	PERA TITUS M
LAURENCE	GRIMAUD	LAURENCE	GRIMAUD	ISGC	L	GRIMAUD L
RAPHAEL	WISCHERT	RAPHAEL	WISCHERT	ISGC	R	WISCHERT R
LHOUSSAIN	KHROUZ	LHOUSSAIN	KHROUZ	ISGC	L	KHROUZ L
LAURENT	BONNEVIOT	LAURENT	BONNEVIOT	ISGC	L	BONNEVIOT L
WEN JUAN	ZHOU	WEN JUAN	ZHOU	ISGC	WJ	ZHOU WJ
YU TING	ZHENG	YU TING	ZHENG	ISGC	YT	ZHENG YT
EUCHARIA	NWAICHI	EUCHARIA	NWAICHI	ISGC	E	NWAICHI E
GILBERT	ATTUAH	GILBERT	ATTUAH	ISGC	G	ATTUAH G
PAUL	NWOHA	PAUL	NWOHA	ISGC	P	NWOHA P
IWO	GODKNOWS	IWO	GODKNOWS	ISGC	I	GODKNOWS I
HELEN	SNEDDON	HELEN	SNEDDON	ISGC	H	SNEDDON H
SANGHOON	KIM	SANGHOON	KIM	ISGC	S	KIM S
LAURE	MONCONDUIT	LAURE	MONCONDUIT	ISGC	L	MONCONDUIT L
LORENZO	STIEVANO	LORENZO	STIEVANO	ISGC	L	STIEVANO L
NICOLAS	LOUVAIN	NICOLAS	LOUVAIN	ISGC	N	LOUVAIN N
BRUNO	BOURY	BRUNO	BOURY	ISGC	B	BOURY B
LUDIVINE	VAN DEN BIGGELAAR	LUDIVINE	VAN DEN BIGGELAAR	ISGC	L	VAN DEN BIGGELAAR L
MOHAMMAD SHAHNEAWZ	KHAN	MOHAMMAD SHAHNEAWZ	KHAN	ISGC	MS	KHAN MS
PATRICE	SOUMILLION	PATRICE	SOUMILLION	ISGC	P	SOUMILLION P
MARION	CHEVALLIER	MARION	CHEVALLIER	ISGC	M	CHEVALLIER M
LUCILE	BRUYAT	LUCILE	BRUYAT	ISGC	L	BRUYAT L
FANNY	SERRES	FANNY	SERRES	ISGC	F	SERRES F
BERNARD	DAVID	BERNARD	DAVID	ISGC	B	DAVID B
JEAN MICHEL	ANDANSON	JEAN MICHEL	ANDANSON	ISGC	JM	ANDANSON JM
OLYMPE	LONGERAS	OLYMPE	LONGERAS	ISGC	O	LONGERAS O
KARINE	BALLERAT BUSSEROLLES	KARINE	BALLERAT BUSSEROLLES	ISGC	K	BALLERAT BUSSEROLLES K
PANAGIOTA	MANARA	PANAGIOTA	MANARA	ISGC	P	MANARA P
STELLA	BEZERGIANNI	STELLA	BEZERGIANNI	ISGC	S	BEZERGIANNI S
ATHANASIOS	DIMITRIADIS	ATHANASIOS	DIMITRIADIS	ISGC	A	DIMITRIADIS A
ULRICH	PFISTERER	ULRICH	PFISTERER	ISGC	U	PFISTERER U
LAURENT	LEMEE	LAURENT	LEMEE	ISGC	L	LEMEE L
WASSILA	KORICHI	WASSILA	KORICHI	ISGC	W	KORICHI W
MANAR	IBRAHIMI	MANAR	IBRAHIMI	ISGC	M	IBRAHIMI M
SOUAD	LOQMAN	SOUAD	LOQMAN	ISGC	S	LOQMAN S
YEDIR	OUHDOUCH	YEDIR	OUHDOUCH	ISGC	Y	OUHDOUCH Y
NATALIA	CANDU	NATALIA	CANDU	ISGC	N	CANDU N
MAGDI	EL FERGANI	MAGDI	EL FERGANI	ISGC	M	EL FERGANI M
KOEN	ADRIAENSEN	KOEN	ADRIAENSEN	ISGC	K	ADRIAENSEN K
MARIA EUGENIA	SAD	MARIA EUGENIA	SAD	ISGC	ME	SAD ME
CRISTINA	PADRO	CRISTINA	PADRO	ISGC	C	PADRO C
EMANUEL	VIRGILIO	EMANUEL	VIRGILIO	ISGC	E	VIRGILIO E
FARIDA	ALLAL	FARIDA	ALLAL	ISGC	F	ALLAL F
ERIC	MULLER	ERIC	MULLER	ISGC	E	MULLER E
SHI	JIANG	SHI	JIANG	ISGC	S	JIANG S
FRANCOIS	JEROME	FRANCOIS	JEROME	ISGC	F	JEROME F
VICTORIA	PAZO CEPEDA	VICTORIA	PAZO CEPEDA	ISGC	V	PAZO CEPEDA V
SOLEDAD GUADALUPE	ASPROMONTE	SOLEDAD GUADALUPE	ASPROMONTE	ISGC	SG	ASPROMONTE SG
GLORIA ESTHER	ALONSO	GLORIA ESTHER	ALONSO	ISGC	GE	ALONSO GE
DIETER	RUIJTEN	DIETER	RUIJTEN	ISGC	D	RUIJTEN D
LAURA	TRULLEMANS	LAURA	TRULLEMANS	ISGC	L	TRULLEMANS L
HILDA	WITTERS	HILDA	WITTERS	ISGC	H	WITTERS H
VALENTIN	SMEETS	VALENTIN	SMEETS	ISGC	V	SMEETS V
WALID	BAAZIZ	WALID	BAAZIZ	ISGC	W	BAAZIZ W
ERIC	GAIGNEAUX	ERIC	GAIGNEAUX	ISGC	E	GAIGNEAUX E
CEDRIC	BOISSIERE	CEDRIC	BOISSIERE	ISGC	C	BOISSIERE C
CLEMENT	SANCHEZ	CLEMENT	SANCHEZ	ISGC	C	SANCHEZ C
JOHANNES GERARDUS	DE VRIES	JOHANNES GERARDUS	DE VRIES	ISGC	JG	DE VRIES JG
BRIAN	SPIEGELBERG	BRIAN	SPIEGELBERG	ISGC	B	SPIEGELBERG B
TIAN	XIA	TIAN	XIA	ISGC	T	XIA T
ANKE	SPANNENBERG	ANKE	SPANNENBERG	ISGC	A	SPANNENBERG A
ZHIHONG	WEI	ZHIHONG	WEI	ISGC	Z	WEI Z
DAVID J	CHICHESTER CONSTABLE	DAVID J	CHICHESTER CONSTABLE	ISGC	DJ	CHICHESTER CONSTABLE DJ
DAVID J	CHICHESTER CONSTABLE	DAVID J	CHICHESTER CONSTABLE	ISGC	DJ	CHICHESTER CONSTABLE DJ
SABINA	ION	SABINA	ION	ISGC	S	ION S
ION	SABINA	ION	SABINA	ISGC	I	SABINA I
CRISTINA	SORA	CRISTINA	SORA	ISGC	C	SORA C
PAYAL	BAHETI	PAYAL	BAHETI	ISGC	P	BAHETI P
FREDERIK	WURM	FREDERIK	WURM	ISGC	F	WURM F
STEVEN M	HOWDLE	STEVEN M	HOWDLE	ISGC	SM	HOWDLE SM
ALVISE	VIVIAN	ALVISE	VIVIAN	ISGC	A	VIVIAN A
CARMELA	APRILE	CARMELA	APRILE	ISGC	C	APRILE C
LORAINE	SOUMOY	LORAINE	SOUMOY	ISGC	L	SOUMOY L
LUCA	FUSARO	LUCA	FUSARO	ISGC	L	FUSARO L
DAMIEN P	DEBECKER	DAMIEN P	DEBECKER	ISGC	DP	DEBECKER DP
ALEKSANDRA	PEREGUDOVA	ALEKSANDRA	PEREGUDOVA	ISGC	A	PEREGUDOVA A
NATALIYA	BORISOVA	NATALIYA	BORISOVA	ISGC	N	BORISOVA N
DAN	WU	DAN	WU	ISGC	D	WU D
YESID	HERNANDEZ	YESID	HERNANDEZ	ISGC	Y	HERNANDEZ Y
DANIEL ANTONIO	AGUILERA	DANIEL ANTONIO	AGUILERA	ISGC	DA	AGUILERA DA
LAURA	BIRBA	LAURA	BIRBA	ISGC	L	BIRBA L
MARION	ZWINGELSTEIN	MARION	ZWINGELSTEIN	ISGC	M	ZWINGELSTEIN M
JEAN LUC	BESOMBES	JEAN LUC	BESOMBES	ISGC	JL	BESOMBES JL
CHRISTINE	PIOT	CHRISTINE	PIOT	ISGC	C	PIOT C
FRANCESCO LUCA	BASILE	FRANCESCO LUCA	BASILE	ISGC	FL	BASILE FL
VALERIIA	MASLOVA	VALERIIA	MASLOVA	ISGC	V	MASLOVA V
CHIARA	DI MAURO	CHIARA	DI MAURO	ISGC	C	DI MAURO C
DORA	BARNA	DORA	BARNA	ISGC	D	BARNA D
DENNIS	WEIDENER	DENNIS	WEIDENER	ISGC	D	WEIDENER D
PHILIPP M	GRANDE	PHILIPP M	GRANDE	ISGC	PM	GRANDE PM
HOLGER	KLOSE	HOLGER	KLOSE	ISGC	H	KLOSE H
HENRIK	GRENMAN	HENRIK	GRENMAN	ISGC	H	GRENMAN H
JUSSI	RISSANEN	JUSSI	RISSANEN	ISGC	J	RISSANEN J
LUCAS	LAGERQUIST	LUCAS	LAGERQUIST	ISGC	L	LAGERQUIST L
PATRIK	EKLUND	PATRIK	EKLUND	ISGC	P	EKLUND P
ELINA	LIUS	ELINA	LIUS	ISGC	E	LIUS E
MAARIT	LAHTINEN	MAARIT	LAHTINEN	ISGC	M	LAHTINEN M
KIRSI	MIKKONEN	KIRSI	MIKKONEN	ISGC	K	MIKKONEN K
HANNO C	ERYTHROPEL	HANNO C	ERYTHROPEL	ISGC	HC	ERYTHROPEL HC
KLAUS	KUMMERER	KLAUS	KUMMERER	ISGC	K	KUMMERER K
FJODOR	MELNIKOV	FJODOR	MELNIKOV	ISGC	F	MELNIKOV F
JULIE B	ZIMMERMAN	JULIE B	ZIMMERMAN	ISGC	JB	ZIMMERMAN JB
PAUL T	ANASTAS	PAUL T	ANASTAS	ISGC	PT	ANASTAS PT
SARAH	MONTES	SARAH	MONTES	ISGC	S	MONTES S
ARATZ	GENUA	ARATZ	GENUA	ISGC	A	GENUA A
BRIGITA	HOCEVAR	BRIGITA	HOCEVAR	ISGC	B	HOCEVAR B
LUCIJA	HLADNIK	LUCIJA	HLADNIK	ISGC	L	HLADNIK L
ANA	BJELIC	ANA	BJELIC	ISGC	A	BJELIC A
EDITA	JASIUKAITYTE GROJZDEK	EDITA	JASIUKAITYTE GROJZDEK	ISGC	E	JASIUKAITYTE GROJZDEK E
MIHA	GRILC	MIHA	GRILC	ISGC	M	GRILC M
BLAZ	LIKOZAR	BLAZ	LIKOZAR	ISGC	B	LIKOZAR B
JUHA	AHOLA	JUHA	AHOLA	ISGC	J	AHOLA J
ATTE	AHO	ATTE	AHO	ISGC	A	AHO A
JANI	KANGAS	JANI	KANGAS	ISGC	J	KANGAS J
JAY PEE	ONA	JAY PEE	ONA	ISGC	JP	ONA JP
IRINA	SIMAKOVA	IRINA	SIMAKOVA	ISGC	I	SIMAKOVA I
JUHA	TANSKANEN	JUHA	TANSKANEN	ISGC	J	TANSKANEN J
SOURABH	MISHRA	SOURABH	MISHRA	ISGC	S	MISHRA S
KAMAL KISHORE	PANT	KAMAL KISHORE	PANT	ISGC	KK	PANT KK
YASSER	HARMEN	YASSER	HARMEN	ISGC	Y	HARMEN Y
YOUNES	CHHITI	YOUNES	CHHITI	ISGC	Y	CHHITI Y
FATIMA EZZAHRAE	MHAMDI ALAOUI	FATIMA EZZAHRAE	MHAMDI ALAOUI	ISGC	FE	MHAMDI ALAOUI FE
FOUAD	BENTISS	FOUAD	BENTISS	ISGC	F	BENTISS F
SOPHIE	DUQUESNE	SOPHIE	DUQUESNE	ISGC	S	DUQUESNE S
MOUNIA	ACHAK	MOUNIA	ACHAK	ISGC	M	ACHAK M
MOHAMED	EL KHOUAKHI	MOHAMED	EL KHOUAKHI	ISGC	M	EL KHOUAKHI M
LAURENT	DESHAYES	LAURENT	DESHAYES	ISGC	L	DESHAYES L
AMINE	MOUNAAM	AMINE	MOUNAAM	ISGC	A	MOUNAAM A
MOHAMMED	BENSITEL	MOHAMMED	BENSITEL	ISGC	M	BENSITEL M
ROMAIN	CHEVROT	ROMAIN	CHEVROT	ISGC	R	CHEVROT R
VALERIE	THIERY	VALERIE	THIERY	ISGC	V	THIERY V
CAROLINE	SALSANO	CAROLINE	SALSANO	ISGC	C	SALSANO C
FATOUMATA	TAMBADOU	FATOUMATA	TAMBADOU	ISGC	F	TAMBADOU F
JUAN ENRIQUE	PEREANEZ SACARIAS	JUAN ENRIQUE	PEREANEZ SACARIAS	ISGC	JE	PEREANEZ SACARIAS JE
CYRILLE	BARTHELEMY	CYRILLE	BARTHELEMY	ISGC	C	BARTHELEMY C
SANDRINE	DIDELOT	SANDRINE	DIDELOT	ISGC	S	DIDELOT S
VALERIE	SOPENA	VALERIE	SOPENA	ISGC	V	SOPENA V
DUSAN	BOSKOVIC	DUSAN	BOSKOVIC	ISGC	D	BOSKOVIC D
ANGELIKA	EBERHARDT	ANGELIKA	EBERHARDT	ISGC	A	EBERHARDT A
ALEXANDER	MENDL	ALEXANDER	MENDL	ISGC	A	MENDL A
CARSTEN	CREMERS	CARSTEN	CREMERS	ISGC	C	CREMERS C
JAN	MAIER	JAN	MAIER	ISGC	J	MAIER J
STEFAN	LOEBBECKE	STEFAN	LOEBBECKE	ISGC	S	LOEBBECKE S
ANA	RODA	ANA	RODA	ISGC	A	RODA A
ANA ALEXANDRA	MATIAS	ANA ALEXANDRA	MATIAS	ISGC	AA	MATIAS AA
ANA RITA C	DUARTE	ANA RITA C	DUARTE	ISGC	ARC	DUARTE ARC
MANUEL	NUNES DA PONTE	MANUEL	NUNES DA PONTE	ISGC	M	NUNES DA PONTE M
MARIA FATIMA C	GUEDES DA SILVA	MARIA FATIMA C	GUEDES DA SILVA	ISGC	MFC	GUEDES DA SILVA MFC
ANA V M	NUNES	ANA V M	NUNES	ISGC	AVM	NUNES AVM
PAULO JOSE	ANDRE	PAULO JOSE	ANDRE	ISGC	PJ	ANDRE PJ
MALGORZATA E	ZAKRZEWSKA	MALGORZATA E	ZAKRZEWSKA	ISGC	ME	ZAKRZEWSKA ME
ANDREA	RUIU	ANDREA	RUIU	ISGC	A	RUIU A
KARINE	SEAUDEAU PIROULEY	KARINE	SEAUDEAU PIROULEY	ISGC	K	SEAUDEAU PIROULEY K
MARIN	SENILA	MARIN	SENILA	ISGC	M	SENILA M
THORSTEN	JANISCH	THORSTEN	JANISCH	ISGC	T	JANISCH T
BERNHARD	BAUER SIEBENLIST	BERNHARD	BAUER SIEBENLIST	ISGC	B	BAUER SIEBENLIST B
GUNNAR	WESTIN	GUNNAR	WESTIN	ISGC	G	WESTIN G
SARMAD NAIM	KATEA	SARMAD NAIM	KATEA	ISGC	SN	KATEA SN
DUANGAMOL N	TUNGASMITA	DUANGAMOL N	TUNGASMITA	ISGC	DN	TUNGASMITA DN
DAVIDE	DI FRANCESCO	DAVIDE	DI FRANCESCO	ISGC	D	DI FRANCESCO D
ABDELHAMID	NEGGAD	ABDELHAMID	NEGGAD	ISGC	A	NEGGAD A
BENOIT	LOUIS	BENOIT	LOUIS	ISGC	B	LOUIS B
VALERIE	BENETEAU	VALERIE	BENETEAU	ISGC	V	BENETEAU V
SAMANTHA	MOLINA GUTIERREZ	SAMANTHA	MOLINA GUTIERREZ	ISGC	S	MOLINA GUTIERREZ S
VINCENT	LADMIRAL	VINCENT	LADMIRAL	ISGC	V	LADMIRAL V
ROBERTA	BONGIOVANNI	ROBERTA	BONGIOVANNI	ISGC	R	BONGIOVANNI R
CHRISTINE	FRAYRET	CHRISTINE	FRAYRET	ISGC	C	FRAYRET C
CARLO	GATTI	CARLO	GATTI	ISGC	C	GATTI C
YANN	DANTEN	YANN	DANTEN	ISGC	Y	DANTEN Y
LOUAY	AL HUSSAINI	LOUAY	AL HUSSAINI	ISGC	L	AL HUSSAINI L
MARIA ELENA	GALVEZ PARRUCA	MARIA ELENA	GALVEZ PARRUCA	ISGC	ME	GALVEZ PARRUCA ME
EMELINE	PLACET	EMELINE	PLACET	ISGC	E	PLACET E
JULIEN	PINAUD	JULIEN	PINAUD	ISGC	J	PINAUD J
MOHAMED	EZZEJJARI	MOHAMED	EZZEJJARI	ISGC	M	EZZEJJARI M
ELMUSTAFA	IBOUSTATEN	ELMUSTAFA	IBOUSTATEN	ISGC	E	IBOUSTATEN E
FENG	NIU	FENG	NIU	ISGC	F	NIU F
YUICHI	NEGISHI	YUICHI	NEGISHI	ISGC	Y	NEGISHI Y
JOHANN KILIAN	SCHNOOR	JOHANN KILIAN	SCHNOOR	ISGC	JK	SCHNOOR JK
MARCEL ANDREAS	LIAUW	MARCEL ANDREAS	LIAUW	ISGC	MA	LIAUW MA
DAMIEN	BOURGEOIS	DAMIEN	BOURGEOIS	ISGC	D	BOURGEOIS D
CHRISTINE	CONTINO PEPIN	CHRISTINE	CONTINO PEPIN	ISGC	C	CONTINO PEPIN C
FATIHA	BENKERROU	FATIHA	BENKERROU	ISGC	F	BENKERROU F
MOSTAPHA	BACHIR BEY	MOSTAPHA	BACHIR BEY	ISGC	M	BACHIR BEY M
KOMAL	KUMAR	KOMAL	KUMAR	ISGC	K	KUMAR K
SREEDEVI	UPADHYAYULA	SREEDEVI	UPADHYAYULA	ISGC	S	UPADHYAYULA S
AJAY	TOMER	AJAY	TOMER	ISGC	A	TOMER A
BRIGHT T	KUSEMA	BRIGHT T	KUSEMA	ISGC	BT	KUSEMA BT
CEDRIC	PRZYBYLSKI	CEDRIC	PRZYBYLSKI	ISGC	C	PRZYBYLSKI C
JEAN FRANCOIS	PAUL	JEAN FRANCOIS	PAUL	ISGC	JF	PAUL JF
ANNE	PONCHEL	ANNE	PONCHEL	ISGC	A	PONCHEL A
RINA	GHOSH	RINA	GHOSH	ISGC	R	GHOSH R
OLIVIER	BACK	OLIVIER	BACK	ISGC	O	BACK O
REMY	LEROY	REMY	LEROY	ISGC	R	LEROY R
PATRICK	MOREAU	PATRICK	MOREAU	ISGC	P	MOREAU P
MIKEL	MORVAN	MIKEL	MORVAN	ISGC	M	MORVAN M
PATRICIA	KRACH	PATRICIA	KRACH	ISGC	P	KRACH P
MAGNUS	RUEPING	MAGNUS	RUEPING	ISGC	M	RUEPING M
JUNHO	CHOI	JUNHO	CHOI	ISGC	J	CHOI J
JOAH	HAN	JOAH	HAN	ISGC	J	HAN J
KWANG CHUL	ROH	KWANG CHUL	ROH	ISGC	KC	ROH KC
JAE WON	LEE	JAE WON	LEE	ISGC	JW	LEE JW
HARALD	GROEGER	HARALD	GROEGER	ISGC	H	GROEGER H
MICHAEL	STRICKER	MICHAEL	STRICKER	ISGC	M	STRICKER M
TANIA E	SINTRA	TANIA E	SINTRA	ISGC	TE	SINTRA TE
KARINA	SHIMIZU	KARINA	SHIMIZU	ISGC	K	SHIMIZU K
SEISHI	SHIMIZU	SEISHI	SHIMIZU	ISGC	S	SHIMIZU S
JOSE	CANONGIA LOPES	JOSE	CANONGIA LOPES	ISGC	J	CANONGIA LOPES J
ANNA	CHEREPANOVA	ANNA	CHEREPANOVA	ISGC	A	CHEREPANOVA A
VALENTIN	SAPUNOV	VALENTIN	SAPUNOV	ISGC	V	SAPUNOV V
EVGENIY	SAVELEV	EVGENIY	SAVELEV	ISGC	E	SAVELEV E
LEILA	ALIEVA	LEILA	ALIEVA	ISGC	L	ALIEVA L
LOIC	LECLERCQ	LOIC	LECLERCQ	ISGC	L	LECLERCQ L
VERONIQUE	NARDELLO RATAJ	VERONIQUE	NARDELLO RATAJ	ISGC	V	NARDELLO RATAJ V
LHOUSSAIN	KHROUZ	LHOUSSAIN	KHROUZ	ISGC	L	KHROUZ L
DAMIEN	CARTIGNY	DAMIEN	CARTIGNY	ISGC	D	CARTIGNY D
SOPHIE	VAN SCHOUBROECK	SOPHIE	VAN SCHOUBROECK	ISGC	S	VAN SCHOUBROECK S
DEYANG	ZHAO	DEYANG	ZHAO	ISGC	D	ZHAO D
BEATRIZ	ROCHA	BEATRIZ	ROCHA	ISGC	B	ROCHA B
FRANCISCA A E	SILVA	FRANCISCA A E	SILVA	ISGC	FAE	SILVA FAE
MARCIA C	NEVES	MARCIA C	NEVES	ISGC	MC	NEVES MC
ANA CATARINA	SOUSA	ANA CATARINA	SOUSA	ISGC	AC	SOUSA AC
MOHAMAD REZA	KHODADADI	MOHAMAD REZA	KHODADADI	ISGC	MR	KHODADADI MR
EMANUELLE L P	FARIA	EMANUELLE L P	FARIA	ISGC	ELP	FARIA ELP
SELENE	RAMER	SELENE	RAMER	ISGC	S	RAMER S
JAKUB	KOSTAL	JAKUB	KOSTAL	ISGC	J	KOSTAL J
KEIICHI	TOMISHIGE	KEIICHI	TOMISHIGE	ISGC	K	TOMISHIGE K
JESUS	ESTEBAN	JESUS	ESTEBAN	ISGC	J	ESTEBAN J
HELGE	WARMELING	HELGE	WARMELING	ISGC	H	WARMELING H
ANDREAS J	VORHOLT	ANDREAS J	VORHOLT	ISGC	AJ	VORHOLT AJ
KYLIE	LUSKA	KYLIE	LUSKA	ISGC	K	LUSKA K
SAMI	EL SAYED	SAMI	EL SAYED	ISGC	S	EL SAYED S
MARION	DUVAL	MARION	DUVAL	ISGC	M	DUVAL M
GHISLAIN	IRAKOZE	GHISLAIN	IRAKOZE	ISGC	G	IRAKOZE G
CARLOS	MURILLO	CARLOS	MURILLO	ISGC	C	MURILLO C
LAURA	DECOSTERD	LAURA	DECOSTERD	ISGC	L	DECOSTERD L
MARTINE	URRUTIGOITY	MARTINE	URRUTIGOITY	ISGC	M	URRUTIGOITY M
KARINE	DE OLIVEIRA VIGIER	KARINE	DE OLIVEIRA VIGIER	ISGC	K	DE OLIVEIRA VIGIER K
FRANCOIS	JEROME	FRANCOIS	JEROME	ISGC	F	JEROME F
EDUARDO	GARCIA VERDUGO	EDUARDO	GARCIA VERDUGO	ISGC	E	GARCIA VERDUGO E
SUJIT	SEN	SUJIT	SEN	ISGC	S	SEN S
MANISHA	MAHARANA	MANISHA	MAHARANA	ISGC	M	MAHARANA M
SVITLANA	FILONENKO	SVITLANA	FILONENKO	ISGC	S	FILONENKO S
LETHIWE	MTHEMBU	LETHIWE	MTHEMBU	ISGC	L	MTHEMBU L
BRUNA	DE PAULA SOARES	BRUNA	DE PAULA SOARES	ISGC	B	DE PAULA SOARES B
JOSE I	GARCIA	JOSE I	GARCIA	ISGC	JI	GARCIA JI
MARIA ELISABET	PIRES	MARIA ELISABET	PIRES	ISGC	ME	PIRES ME
SIMAO P	PINHO	SIMAO P	PINHO	ISGC	SP	PINHO SP
HAWRAA	SROUR	HAWRAA	SROUR	ISGC	H	SROUR H
RUTURAJSINH M	VALA	RUTURAJSINH M	VALA	ISGC	RM	VALA RM
HITENDRA M	PATEL	HITENDRA M	PATEL	ISGC	HM	PATEL HM
MAYANK G	SHARMA	MAYANK G	SHARMA	ISGC	MG	SHARMA MG
DIVYANG M	PATEL	DIVYANG M	PATEL	ISGC	DM	PATEL DM
LUKAS	KIPSHAGEN	LUKAS	KIPSHAGEN	ISGC	L	KIPSHAGEN L
LUKAS	KIPSHAGEN	LUKAS	KIPSHAGEN	ISGC	L	KIPSHAGEN L
MARCEL ANDREAS	LIAUW	MARCEL ANDREAS	LIAUW	ISGC	MA	LIAUW MA
CHRISTIAN	KROPF	CHRISTIAN	KROPF	ISGC	C	KROPF C
PETER J C	HAUSOUL	PETER J C	HAUSOUL	ISGC	PJC	HAUSOUL PJC
GEORGY	DZHABAROV	GEORGY	DZHABAROV	ISGC	G	DZHABAROV G
MIKHAIL	VORONOV	MIKHAIL	VORONOV	ISGC	M	VORONOV M
PHAN DINH	KHA	PHAN DINH	KHA	ISGC	PD	KHA PD
PAVEL	OREL	PAVEL	OREL	ISGC	P	OREL P
RHONA	SAVIN	RHONA	SAVIN	ISGC	R	SAVIN R
ROBERT	STOCKMAN	ROBERT	STOCKMAN	ISGC	R	STOCKMAN R
STEVE	HOWDLE	STEVE	HOWDLE	ISGC	S	HOWDLE S
JESSICA	GOULD	JESSICA	GOULD	ISGC	J	GOULD J
BIN	SUN	BIN	SUN	ISGC	B	SUN B
GERARD	BLANCHARD	GERARD	BLANCHARD	ISGC	G	BLANCHARD G
SHIBIAO	CHENG	SHIBIAO	CHENG	ISGC	S	CHENG S
YINGQI	FAN	YINGQI	FAN	ISGC	Y	FAN Y
LI	XIE	LI	XIE	ISGC	L	XIE L
YUSHENG	JIANG	YUSHENG	JIANG	ISGC	Y	JIANG Y
MIKEL	ANIBARRO ORTEGA	MIKEL	ANIBARRO ORTEGA	ISGC	M	ANIBARRO ORTEGA M
JOSE	PINELA	JOSE	PINELA	ISGC	J	PINELA J
MINGHUI	DONG	MINGHUI	DONG	ISGC	M	DONG M
TANIA E	SINTRA	TANIA E	SINTRA	ISGC	TE	SINTRA TE
FRANCISCA A E	SILVA	FRANCISCA A E	SILVA	ISGC	FAE	SILVA FAE
BRUNO	GRIGNARD	BRUNO	GRIGNARD	ISGC	B	GRIGNARD B
CHRISTINE	JEROME	CHRISTINE	JEROME	ISGC	C	JEROME C
CHRISTOPHE	DETREMBLEUR	CHRISTOPHE	DETREMBLEUR	ISGC	C	DETREMBLEUR C
ANTOINE	BREGE	ANTOINE	BREGE	ISGC	A	BREGE A
RAPHAEL	MEREAU	RAPHAEL	MEREAU	ISGC	R	MEREAU R
TOBIAS	ROBERT	TOBIAS	ROBERT	ISGC	T	ROBERT T
MOHAMED	LOUTFI	MOHAMED	LOUTFI	ISGC	M	LOUTFI M
JIAN	HE	JIAN	HE	ISGC	J	HE J
SONG	YANG	SONG	YANG	ISGC	S	YANG S
MONIA RUNGE	NIELSEN	MONIA RUNGE	NIELSEN	ISGC	MR	NIELSEN MR
THOMAS WILLUM	HANSEN	THOMAS WILLUM	HANSEN	ISGC	TW	HANSEN TW
YOHAN	MARTINETTO	YOHAN	MARTINETTO	ISGC	Y	MARTINETTO Y
BRUCE	BEGOT	BRUCE	BEGOT	ISGC	B	BEGOT B
SEBASTIEN	FLOQUET	SEBASTIEN	FLOQUET	ISGC	S	FLOQUET S
CATHERINE	ROCH	CATHERINE	ROCH	ISGC	C	ROCH C
MOHAMED	HAOUAS	MOHAMED	HAOUAS	ISGC	M	HAOUAS M
BETTY	COTTYN BOITTE	BETTY	COTTYN BOITTE	ISGC	B	COTTYN BOITTE B
FRANCK	CAMEREL	FRANCK	CAMEREL	ISGC	F	CAMEREL F
JELENA	JEFTIC	JELENA	JEFTIC	ISGC	J	JEFTIC J
MAX	LINHORST	MAX	LINHORST	ISGC	M	LINHORST M
DICHAO	SHI	DICHAO	SHI	ISGC	D	SHI D
